age,gender,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,annual_mileage,vehicle_type,speeding_violations,duis,past_accidents,outcome
1.472949676671375,-0.9983005935638163,-1.0799192971123135,-1.087402700240403,0.4342359144204927,0.8586335289203116,0.6592574255123362,-1.5154220394938305,-0.9967037816726084,0.6717775150793797,0.10217555902143192,-0.22386507208138517,-0.6616994135695957,-0.4311479558797727,-0.6394884155385702,0.0
-1.4529460540335724,1.001702299334629,-1.0799192971123135,0.02515641419329832,-0.5578070489241531,-1.2160493108673935,-1.5168581517650086,0.659882180632672,-0.9967037816726084,-1.4885880779767333,1.5935880634671618,-0.22386507208138517,-0.6616994135695957,-0.4311479558797727,-0.6394884155385702,1.0
-1.4529460540335724,-0.9983005935638163,-1.0799192971123135,-1.087402700240403,1.4262788777651385,-0.18059259713367193,0.6592574255123362,0.659882180632672,-0.9967037816726084,-1.4885880779767333,-0.2706775670900005,-0.22386507208138517,-0.6616994135695957,-0.4311479558797727,-0.6394884155385702,0.0
-1.4529460540335724,1.001702299334629,-1.0799192971123135,1.1377155286269998,1.4262788777651385,-2.376594143649423,0.6592574255123362,0.659882180632672,-0.9967037816726084,0.6717775150793797,-0.2706775670900005,-0.22386507208138517,-0.6616994135695957,-0.4311479558797727,-0.6394884155385702,0.0
-0.47764747713192324,1.001702299334629,-0.0703043523328191,0.02515641419329832,1.4262788777651385,-0.9819524843293991,0.6592574255123362,0.659882180632672,-0.9967037816726084,-1.4885880779767333,0.10217555902143192,-0.22386507208138517,0.23029406389053098,-0.4311479558797727,-0.034386956359548256,1.0
0.49765109976972594,-0.9983005935638163,0.9393105924466751,-1.087402700240403,0.4342359144204927,0.7829184719985581,0.6592574255123362,-1.5154220394938305,-0.9967037816726084,0.6717775150793797,0.4750286851328644,-0.22386507208138517,0.6762908026205943,-0.4311479558797727,1.1758159619984956,0.0
1.472949676671375,1.001702299334629,1.9489255372261693,-1.087402700240403,0.4342359144204927,-0.18213929664629028,-1.5168581517650086,-1.5154220394938305,1.0033071193146874,0.6717775150793797,0.4750286851328644,-0.22386507208138517,2.460277757540848,-0.4311479558797727,1.1758159619984956,0.0
-0.47764747713192324,-0.9983005935638163,-1.0799192971123135,1.1377155286269998,1.4262788777651385,-0.3676365706562856,-1.5168581517650086,-1.5154220394938305,-0.9967037816726084,0.6717775150793797,0.8478818112442968,-0.22386507208138517,-0.6616994135695957,-0.4311479558797727,-0.6394884155385702,1.0
0.49765109976972594,-0.9983005935638163,0.9393105924466751,1.1377155286269998,1.4262788777651385,0.03866995531205773,-1.5168581517650086,0.659882180632672,1.0033071193146874,-1.4885880779767333,0.4750286851328644,-0.22386507208138517,-0.6616994135695957,-0.4311479558797727,-0.6394884155385702,0.0
0.49765109976972594,-0.9983005935638163,-1.0799192971123135,-1.087402700240403,0.4342359144204927,0.3424198807811647,0.6592574255123362,0.659882180632672,-0.9967037816726084,0.6717775150793797,-0.2706775670900005,-0.22386507208138517,-0.6616994135695957,-0.4311479558797727,-0.6394884155385702,1.0
1.472949676671375,1.001702299334629,1.9489255372261693,-1.087402700240403,0.4342359144204927,0.7923553117281249,0.6592574255123362,-1.5154220394938305,1.0033071193146874,0.6717775150793797,-0.643530693201433,-0.22386507208138517,2.0142810188107845,3.1719656051723413,3.5962217987145833,0.0
1.472949676671375,-0.9983005935638163,1.9489255372261693,-1.087402700240403,0.4342359144204927,1.6295823259673357,0.6592574255123362,-1.5154220394938305,1.0033071193146874,-1.4885880779767333,0.10217555902143192,-0.22386507208138517,1.1222875413506577,-0.4311479558797727,-0.6394884155385702,0.0
0.49765109976972594,1.001702299334629,0.9393105924466751,-1.087402700240403,0.4342359144204927,0.9199510785438759,0.6592574255123362,0.659882180632672,1.0033071193146874,0.6717775150793797,-1.3892369454242979,-0.22386507208138517,1.1222875413506577,1.3704088246462842,0.5707145028194737,0.0
-1.4529460540335724,-0.9983005935638163,-1.0799192971123135,1.1377155286269998,0.4342359144204927,0.5697877301388173,0.6592574255123362,0.659882180632672,-0.9967037816726084,0.6717775150793797,0.10217555902143192,-0.22386507208138517,-0.6616994135695957,-0.4311479558797727,-0.6394884155385702,0.0
-0.47764747713192324,1.001702299334629,-0.0703043523328191,-1.087402700240403,-1.5498500122687988,-0.4221007559049998,0.6592574255123362,0.659882180632672,1.0033071193146874,0.6717775150793797,0.10217555902143192,-0.22386507208138517,-0.6616994135695957,3.1719656051723413,-0.034386956359548256,0.0
-0.47764747713192324,-0.9983005935638163,-1.0799192971123135,-1.087402700240403,0.4342359144204927,1.8817154148605746,-1.5168581517650086,-1.5154220394938305,1.0033071193146874,-1.4885880779767333,0.10217555902143192,-0.22386507208138517,-0.6616994135695957,-0.4311479558797727,-0.6394884155385702,0.0
1.472949676671375,1.001702299334629,1.9489255372261693,1.1377155286269998,0.4342359144204927,2.136983015874419,0.6592574255123362,0.659882180632672,1.0033071193146874,0.6717775150793797,0.10217555902143192,-0.22386507208138517,3.7982679737310376,3.1719656051723413,-0.034386956359548256,0.0
